author_username,text
demokratya11,"RT @zywny2060946: @demokratya11 הם נפלו על כל הראש!
אך קפלן מגן עליהם"
demokratya11,RT @bwnd75803: https://t.co/YYqCFh4yaE
demokratya11,RT @bwnd75803: https://t.co/dr4YFvkTfo
demokratya11,RT @bwnd75803: https://t.co/GTtW4AIBES
demokratya11,RT @bwnd75803: https://t.co/HYME2M2En3
demokratya11,RT @gl_xllk: @Yamin1Adam @demokratya11 כל הכבוד לראש הממשלה היהודי הציוני שעומד כמו סלע איתן חומה בצורה למען האינטרסים הבטחוניים האמיתיים ש…
demokratya11,RT @bwnd75803: https://t.co/amjRP7eKXy
demokratya11,אהוד ברק מבטיח עד פסח הממשלה תיפול ותקום מדינה לרוצחים !!! מפה זה מגיע https://t.co/TEhJlntcRE
yosi_shahbar,"המיליארדר 'החכם'
מוביל מחאות השמאל, משה רדמן, בכנס ברעננה הלילה: ""התייצבתי אצל רונן צור, אמרתי לו - אני חייל שלך. צעדת משפחות החטופים, הייתה פורמאלית
 *מטה החטופים*, 
אבל תכל'ס, אנחנו היינו מאחורי הקלעים. צריך ללכת  לממשלה הזאת על הראש בכל הכוח"" https://t.co/nXd37yFTVA"
yosi_shahbar,"הפרקליטות 
מנסה להקטין את פרשת המרגל....
כדי לבצע זאת הם הזמינו לחקירה מופרכת את ח""כ אלמוג כהן שהתרחשה כ12 שנים קודם לכן...
וזאת כדי להלך עליו אימים.
אסור לנו להסכים לשום צו איסור פרסום.
המרגל לא מעניין אותי.
הוא יקבל את עונשו.
מי יעניש את הפרקליטות. 
את ראשי הפרקליטות.

בתמונה.… https://t.co/QTLndJpyMV"
yosi_shahbar,"@nir_miri זה שובר לי את הלב.
כל ליילה אני מתעורר שם את היד על הטלפון פותח רוטר בתקווה לשמוע שהחטופים שוחררו וחוזר לישון מאוכזב.
לפעמים כמה פעמים בלילה 
כולם היו בניי ובנותי ואחיותי והורי וחברי...
אל תפקפקי בזה.
אין ישראלי שלא חושב כך.
במיוחד אנשי ימין.
המושג אחים בה מהיהדות הדתית."
yosi_shahbar,"@tomer_skurnik כן!
לפחות השקלים."
demokratya11,@MarkadaL84135 זה איש חמאס בעברית לא להתרגש ממנו הוא תמורת מזומנים עושה הכל אבל הכל
yosi_shahbar,"חדש...
סיטרא אחרא. https://t.co/DpzxXvYIUi"
demokratya11,אהוד ברק בתדריך בספייס: חובה להביא לנפילת הממשלה עד פסח - זו הדרך היחידה להביא להקמת רשות פלסטנית בעזה https://t.co/XXfkPs5tKR
yosi_shahbar,"מסתבר 
המרגל/הבוגד הוא עו""ד שחדר לקודש הקודשים בפיקוד דרום ב8 באוקטובר הוא איש שמאל מוכר וידוע בקרב מפגיני קפלן בת""א
והוא בן משפחה של אישיות פוליטית בכירה ממין נקבה 
בקרב במפלגות השמאל.
זה מסביר את הטלת צו הפרסום הגורף המופרך 
שיותר מאוחר בוטל ורובו ככולו הושחר.
רק התחלנו. https://t.co/sDtfWGiuo3"
demokratya11,המלחמה האמיתית שלנו היא מול נתניהו וממשלתו לא חמאס !!!! חמאס סייע לנו להפיל את ביבי הם לא אויב הם שותפים לדרך  https://t.co/0a7LbUptYI
demokratya11,RT @bwnd75803: https://t.co/3ljvsLIuJB
demokratya11,RT @bwnd75803: https://t.co/BqiwpMgWSN
demokratya11,"RT @bwnd75803: עבריין טיפש סוחט אנשי עסקים ושולט על שכונה שלמה, עבריין חכם סוחט אנשי ממשל ואנשי פקידות בכירה ואז שולט על מדינה שלמה!

איך א…"
demokratya11,@Yamin1Adam צמרת צהל משוחדים
yosishahbar,הפיגוע במעלה אדומים. https://t.co/Xo6gzX2FCA
prydmn6,@dverthaim @soycule12 ערוץ 14 קרע לכם את הצורה לא סתם אתם בלחץ 😝😝😝😝😝
yosishahbar,"@WLhmy @theshelterradio הדעה שלך ושלי לא חשובה.
אפילו הדעה של השופטים לא חשובה.
הדעה של המחוקק היא החשובה.
השאלה מה קובע החוק.
לאחר רצח רבין הכנסת חוקקה את חוק יגאל עמיר חוק פרסונלי טהור
שקובע שיגאל עמיר ישב בכלא עד סוף ימיו.
החוק הזה הוא חוק פסול שדגל שחור מתנוסס מעליו במדינה דמוקרטית.
על-פי הכלל אין…"
yosishahbar,"הנכדה הפריבילגית והסבא.

אפילו סבא קסטנר שמכר את נשמתו לשטן עת שימש סלקטור של אייכמן  מתהפך בקברו למשמע דברי הבלע של נכדתו.

להלן רשימת הפריבליגים של ישראל קסטנר בהם בני משפחתו. https://t.co/TTfLdjjJc7"
prydmn6,@HochmanGuy הסברה מצילה חיים כל הכבוד
yosishahbar,"חשבון נפש.
הגיע הזמן לחשבון נפש.
אז מה למדתי בשנה האחרונה?
שהסטיגמות על בעלי הממון היהודים נכונות.
בעבור חופן דולרים יהודים 
ימכרו את המדינה שלהם,
 את העם שלהם
ואת הדת שלהם.
נכון, לא כולם.
אבל רובם.
יש את הזוג אלוביץ שהוכיח שערכים לפני הכל.
ויש את סינדקט הפשע הכלכלי
שישרוף את… https://t.co/vdFS3tsLGj"
yosishahbar,"@f7FEPCkXfGH3sBU בשביל זה אני בטוויטר .
לבוא עם החלאות חשבון
ללא מורא וללא פחד.
והאשם העקרי הוא ינון מגל.
לינון מגל עלה השתן לראש."
yosishahbar,"מעניין?
מעניין איזה איל הון ירכוש את 
הבעלות על עמי אשד?
רכישת שרותי עמי אשד 
תעניק פטור מהפללה לאיל הון.
זה שווה כל שקל. https://t.co/uF0vLmVLSN"
prydmn6,@DanaGat1 הטרור שלכם מפריע לציבור זו הטרדה ואתם יודעים את האמת ושמים קצוץ רק בגלל שאתם עדר שאדון ברק שולח אתכם
prydmn6,השוטר שתועד בסרטון מעצרו של הנער אמיתי עבודי נכנס לאולם שבו התקיים מפגש הגיבוי של השר בן גביר - והתקבל במחיאות כפיים https://t.co/Bwp0GR3NMT
yosishahbar,"גדי טאוב במיטבו...
מפרק את דיקטטורת בג''צ . https://t.co/jWIDY4RSNc"
yosishahbar,"מת העולם.
חיילים מיחידת דובר צה""ל התבקשו להגיע ליום כייף בלבוש בצבע ורוד. https://t.co/Cazh3CdnHa"
prydmn6,"מפקד יס""מ ת""א יאיר חנונה מגיע על מדים לחקירה במח""ש בחשד לתקיפת מפגינים שתקפו שוטרים וכבישים - ומתקבל במחיאות כפיים סוערות בידי עשרות חבריו ושוטריו ליחידה: ""אוהבים אותך!"""
prydmn6,אבישי בן חיים התותח אתה מדייק כאן הכי מכולם @AvishayBenHaim @netanyahu @YairNetanyahu ושוב תודה לך על העוקב שנתת לי  https://t.co/oMZkGH3Jpa
prydmn6,@ShikmaBressler את מדקלמת דף מסרים כמו ילדה בגנון את מנותקת את עדר עיוור תמורת מזומנים !!!!
yosishahbar,"צפו...
בטקס מאוד מרגש ותרבותי. https://t.co/mY22hYuQRB"
yosishahbar,"שגית אפק יועמשית הכנסת 
מציגה את היועמ''שית גלי בהרב 
מיארה ככלי ריק מתוכן משפטי. https://t.co/D7gs741PM6"
yosishahbar,"@ShirleySalzman בעיות בהבנת הנקרא הם חלק אינהרנטי של השמאלני המצוי.
תקראי פעם שניה תביני יותר.
פעם שלישית תביני עוד יותר.
אני משוכנע שתצליחי.
תתמידי."
prydmn6,אהרון ברק אהוד ברק ראשי אירגון פשע !!! למה ? תראו למה https://t.co/tSspSEHj3b
prydmn6,@uri10284559 הוא לא השתגע הוא מהתחלה משוגע פעיל הקרן החדשה ויש לנו המון בוגדים כאלה בתוך צמרת צהל
prydmn6,אהרון ברק הדיקטטור מבקש לא לפגוע בלגיטימיות של ?????  אין מילה לתאר את הנוול https://t.co/xdKZ4oNARr
yosishahbar,"פילגש בגבעה/ והניצב.
הידעתם?
למפקד מחוז ת""א  לשעבר 
הייתה פילגש שסחרה במידע משטרתי עם גורמים עבריינים.
האם הפילגש חלבה מידע ממפקד המחוז?
האם בשל תמיכתו של מפקד המחוז בחונטה המשפטית הוא קיבל פטור מהפללה?
כנסו לעדנה קרנבל. https://t.co/1TytBVZhD5"
prydmn6,מי מונע ממך לגור בג׳ינין אנחנו יודעים שאת גויה !!! 90 אחוז העולים מרוסיה לא יהודים חפףףףףףףףף https://t.co/fFtOWtMapp
prydmn6,@irisdan66644825 @rothmar גם את 😃
yosishahbar,"מעניין.
מעניין,מה אתם אומרים? https://t.co/fkvEMNlLZ8"
yosishahbar,"הנכדה הפריבילגית והסבא.

אפילו סבא קסטנר שמכר את נשמתו לשטן עת שימש סלקטור של אייכמן  מתהפך בקברו למשמע דברי הבלע של נכדתו.

להלן רשימת הפריבליגים של בני משפחת קסטנר. https://t.co/ZjYgGLiTzn"
yosishahbar,"שוד האדמות הגדול.

אוניברסיטת רייכמן או המרכז הבינתחומי בהרצליה היא מוסד פרטי שהוקם על שטח בסיס צבאי 
ששימש בסיס נ.מ.
מישהו בדק כמה שילם אדון רייכמן עבור השטח ששווה מיליארדים? https://t.co/Tzhjg6JZS5"
prydmn6,@omdimbeyachad תלכו לירדן יש ערבים חכמים עזבו את הארץ לא חסר להם לאן והיום טוב להם מסודרים
yosishahbar,"השקרן.
יאיר לפיד בחקירתו במשטרה
''נתניהו עזר למילצ'ין כשחוקק פטור ממס ל10 שנים''.
אממה...מעשה שטן.
החוק נחקק בתקופת אולמרט.
כשאיתגרו אותו בעניין...
""זה היה הקש"". https://t.co/8ZVo64R1b2"
prydmn6,@BoazGolan בועזזזזז אלוףףףףףף ❤️❤️❤️❤️ ושוב תודה על העוקב 🌺🌺🌺😃😃😃
yosishahbar,"תל אביב מדממת.
תקראו את רשימת הרחובות שיחסמו הערב בהסכמת המשטרה.
ברחובות האלה והסמוכים להם יש מאות רבות של מסעדות ובתי עינוגים שמטה לחמם נפגע.
במיוחד יום חמישי....שזה היום הגדול של הבילויים בתל אביב.
אלפי עובדים קשה יום לא מקבלים שכר.
אבל למי איכפת?
מטרת העל של המפגינים להרוס את… https://t.co/vdgbkJ55gd"
yosishahbar,"החטא של המנוול.
אראל סגל מכה על חטא,
לא על חטא שהוא חלילה חטא.
הוא מכא על חטא שינון מגל המנוול חטא...
מבחינתי עד שינון מגל המנוול 
לא יתנצל בשידור חי בפני ארי שמאי ינון מגל ישאר מנוול. https://t.co/LBr5oDnkRo"
yosishahbar,כזה לא ראיתם. https://t.co/Nj9LshaYf2
prydmn6,תראו מה זה סמולנים מגעילים  https://t.co/vLeTUAWl9Z
prydmn6,@omdimbeyachad אתם שייכים לירדן תעברו לשם תבחרו תצביעו מי מונע ממכם ללכת למדינה שאתם חלק ממנה עם כל הזכויות ???? המון ערבים הלכו לחול וחיים סבבה למה לסבול כאן ??? תצילו את עצמכם במקום לבכות !!!! יש מלא דירות של ערבים ריקות הם הלכו לחול וחיים טוב
yosishahbar,"מה דעתכם?
זה אמיתי? https://t.co/erBPsHiVFV"
prydmn6,שטראוס מתחילה להזיע באדום https://t.co/lwWj3GnDwp
prydmn6,חברים מי צריך יותר מזה שייי הגדול מכולם עוקב אחרי ❤️❤️❤️ @theshelterradio https://t.co/EwYZb6C2i2
yosishahbar,"תראו אותו...
המנוול הזה חבר לאירגון פשע 
כלכלי כדי להכפיף את ע.14 לאג'נדה שלו...
בעולם נורמלי היום האיש הזה 
היה נחקר כבר היום במחלקה לחקירות כלכליות...
אך המנוול הזה קיבל פטור מהפללה. https://t.co/wl5GP5f2tc"
prydmn6,הידעתם ????  https://t.co/iCDPngpESJ
yosishahbar,"מישהו.
מישהו החליט שצריך לקיים החלטות בית משפט הגם שנפסקו 
שלא על פי החוק.
למה?
שמישהו יסביר לי למה?
אם יש פסיקה שיש דגל שחור מתנוסס מעליה...
חובה עלינו לא לקיים אותה.
פשוט הריבון צריך להתכנס 
ברוב של 61 לדחות את החלטת בית המשפט.
ולזה קוראים פסקת ההתבגרות.
יגידו 61 זה מספר נמוך.… https://t.co/pOzuDYx52d"
yosishahbar,@DayagiEhud לא הסתיים.
prydmn6,"תזכורת , נא להפיץ בכל הכוח שכולם יראו https://t.co/cF2JZ8sn94"
prydmn6,@omdimbeyachad אתם שייכים לירדן תעברו לשם תבחרו תצביעו מי מונע ממכם ללכת למדינה שאתם חלק ממנה עם כל הזכויות ???? המון ערבים הלכו לחול וחיים סבבה למה לסבול כאן ??? תצילו את עצמכם במקום לבכות !!!! יש מלא דירות של ערבים ריקות הם הלכו לחול וחיים טוב
prydmn6,@ShehabAgency הקנאה שלכם אתם הערבים לא נרגעת לכם אלפי שנים !!! אתם לא יודעים שהיה בית המקדש בהר הבית והמקום הזה קדוש ליהודים הכי בעולם ועוד מעט בית המקדש השלישי ירד מהשמים אשששש וירסק לכם את כל המקומות שבניתם על ההר שלנו 😝😝😝😝 אתם גנבים קנאים מחבלים
